Date,Open,High,Low,Close,Adj Close,Volume
2001-09-17,89.770554,91.644356,88.479927,89.235184,53.256462,15828909
2001-09-18,89.866158,92.495216,89.560226,92.160614,55.002388,12871030
2001-09-19,92.160614,92.590820,88.384323,91.778206,54.774143,15568141
2001-09-20,89.961761,91.539200,88.766731,89.292542,53.290695,15881313
2001-09-21,86.615677,89.388145,85.564056,86.520073,51.636040,19209476
2001-09-24,87.762909,91.338432,87.762909,90.630974,54.089470,11717083
2001-09-25,89.961761,91.778206,89.302101,90.296364,53.889778,13153555
2001-09-26,90.296364,90.296364,86.328873,87.284897,52.092487,14417123
2001-09-27,87.284897,87.476097,83.642448,86.042068,51.350784,13778226
2001-09-28,86.233269,88.632889,85.946465,87.686424,52.332127,11586751
2001-10-01,87.686424,89.369026,87.323135,88.632889,52.897003,9075305
2001-10-02,88.240921,89.770554,88.049713,89.646271,53.501789,7553375
2001-10-03,88.814529,93.326958,88.336517,92.686424,55.316181,11628382
2001-10-04,92.877632,94.531548,92.543022,93.030594,55.521603,10235215
2001-10-05,92.399620,94.120461,91.175911,93.709366,55.926674,10154777
2001-10-08,93.718925,94.646271,92.495216,94.168259,56.200562,7419696
2001-10-09,94.168259,94.168259,92.504784,92.868073,55.424603,7871464
2001-10-10,90.822182,93.021034,90.726578,92.973228,55.487366,11126197
2001-10-11,93.403442,95.028679,92.256210,95.028679,56.714054,12030674
2001-10-12,94.359467,96.558319,93.690247,96.405357,57.535679,12030255
2001-10-15,95.458893,98.240921,95.458893,97.514343,58.197540,10673593
2001-10-16,97.390060,98.470360,95.277245,97.370934,58.111950,12495516
2001-10-17,101.625237,102.007645,98.374763,98.374763,58.711033,19790843
2001-10-18,98.518166,99.187378,96.347992,96.806885,57.775318,11186865
2001-10-19,97.179733,98.221794,95.669212,98.135757,58.568432,12313407
2001-10-22,98.135757,101.128105,97.418739,100.621414,60.051857,7974599
2001-10-23,101.099426,101.998085,99.952202,101.156792,60.371418,7771048
2001-10-24,101.816444,103.967499,101.424477,103.795410,61.946125,8674687
2001-10-25,103.298279,105.975143,102.055450,105.793503,63.138611,10128836
2001-10-26,105.162521,107.170174,104.799232,106.271507,63.423923,10609055
2001-10-29,105.640533,105.831741,103.843208,103.843208,61.974648,7398149
2001-10-30,103.059273,104.923515,103.021034,103.871895,61.991802,9021855
2001-10-31,104.780113,106.233269,103.317398,103.317398,61.660862,7507874
2001-11-01,102.533463,105.325050,102.198853,105.057358,62.699276,8393104
2001-11-02,104.349907,105.449333,103.986618,104.684509,62.476768,6502877
2001-11-05,105.114723,105.726578,104.282982,105.133842,62.744949,5971091
2001-11-06,104.780113,109.751434,104.206497,108.613770,64.821793,8901146
2001-11-07,108.078392,110.133842,108.059273,108.843208,65.038849,10595666
2001-11-08,108.948372,110.478012,108.613770,108.804970,65.015999,8358795
2001-11-09,108.126198,109.847038,108.126198,109.063095,65.170242,5278011
2001-11-12,108.030594,109.847038,107.122368,109.808792,65.615883,5866386
2001-11-13,110.611855,111.854683,110.611855,111.567879,66.666985,9640668
2001-11-14,111.567879,111.711281,108.346077,109.321220,65.324532,8463918
2001-11-15,109.082214,111.214149,108.833649,109.703636,65.553001,7336435
2001-11-16,109.942642,109.942642,107.600380,109.464630,65.410194,6967929
2001-11-19,109.655830,110.707458,108.766731,109.942642,65.695808,5158140
2001-11-20,109.321220,111.663483,109.225624,110.363289,65.947182,6749001
2001-11-21,109.894836,110.181641,108.078392,109.311661,65.318771,4377196
2001-11-23,109.263863,110.296364,108.718925,110.277245,65.895752,1792844
2001-11-26,110.803062,111.281075,110.133842,111.214149,66.455589,5077598
2001-11-27,111.137665,111.185471,109.053535,109.177818,65.238777,7211229
2001-11-28,109.082214,109.349907,107.170174,107.217972,64.067703,6444615
2001-11-29,107.934990,109.512428,106.892921,109.397705,65.370216,6410620
2001-11-30,109.397705,110.841301,108.795410,110.506691,66.032898,5855299
2001-12-03,109.751434,109.799232,108.231361,109.110901,65.198799,6051947
2001-12-04,109.273422,111.586998,108.393883,111.510513,66.632698,6888851
2001-12-05,111.711281,116.615677,111.520073,116.061188,69.351929,15319925
2001-12-06,115.200768,116.347992,114.531548,114.856598,68.632149,11742082
2001-12-07,114.244743,115.678780,113.527725,115.105164,68.780678,7206103
2001-12-10,114.722755,115.678780,114.158699,114.397705,68.357948,5827161
2001-12-11,115.105164,117.342255,114.531548,116.156792,69.409088,8151687
2001-12-12,115.793503,117.791588,114.780113,117.782028,70.380226,8344883
2001-12-13,116.204590,116.921608,114.837479,114.961761,68.694977,8431806
2001-12-14,115.487572,116.137665,114.158699,115.774376,69.180534,7359656
2001-12-17,114.866158,116.768639,114.866158,116.003822,69.317657,6490535
2001-12-18,116.166351,117.562141,116.013382,116.826004,69.808968,5853625
2001-12-19,116.539200,119.216064,115.688339,118.441681,70.774406,8424379
2001-12-20,118.441681,118.546844,116.778206,117.304016,70.094574,6636661
2001-12-21,117.304016,118.068832,116.357552,116.634796,69.694687,9057419
2001-12-24,116.682602,117.093689,115.774376,116.108986,69.380516,1730502
2001-12-26,116.634796,118.260040,116.453156,117.017204,69.923203,3928462
2001-12-27,117.351814,118.479927,117.246651,118.068832,70.551567,4002205
2001-12-28,118.068832,118.432121,116.969406,117.495216,70.208855,4407739
2001-12-31,117.351814,117.820267,115.630974,115.640533,69.100616,3674284
2002-01-02,115.296364,116.156792,114.531548,116.156792,69.409088,7178489
2002-01-03,116.156792,118.757172,114.961761,118.221794,70.642990,9018298
2002-01-04,118.594643,120.076485,118.527725,120.076485,71.751282,8791839
2002-01-07,119.502869,120.640533,118.260040,118.594643,70.865784,6212822
2002-01-08,118.785851,119.694077,118.288719,119.216064,71.237152,5556143
2002-01-09,119.216064,120.831741,118.690247,119.015297,71.117149,7154535
2002-01-10,118.307838,118.546844,116.080307,116.768639,69.774666,9336910
2002-01-11,116.156792,116.806885,114.990440,115.019119,68.729240,5018499
2002-01-14,114.722755,114.808792,111.950287,112.858505,67.438171,10487928
2002-01-15,112.858505,114.435944,112.543022,113.623329,67.895203,5907703
2002-01-16,112.810707,113.527725,112.093689,112.237091,67.066887,5613150
2002-01-17,114.579353,115.248566,112.103249,114.627151,68.495026,11666770
2002-01-18,109.225624,109.847038,107.848946,109.225624,65.267372,19288449
2002-01-22,109.225624,109.235184,105.478012,105.640533,63.125134,10596398
2002-01-23,105.927345,106.357552,102.294456,103.154877,61.639820,13134308
2002-01-24,104.015297,104.904396,102.361374,103.938812,62.108253,8976249
2002-01-25,103.728493,105.822182,103.346077,104.474190,62.428169,7072843
2002-01-28,104.684509,105.363289,102.351814,103.393883,61.782654,7419173
2002-01-29,103.393883,103.785851,97.906311,98.470360,58.840595,15176832
2002-01-30,99.665390,101.099426,96.558319,100.908218,60.297318,18528112
2002-01-31,101.720840,103.231361,99.866158,103.145317,61.634136,10331342
2002-02-01,102.906311,104.493309,101.950287,103.250481,61.696949,7112277
2002-02-04,103.250481,103.250481,101.328873,102.103249,61.011440,6905587
2002-02-05,101.577438,103.728493,101.338432,101.625237,60.725784,7047634
2002-02-06,102.007645,103.078392,100.697899,101.940727,60.994652,6976611
2002-02-07,101.950287,102.294456,99.292542,99.340347,59.438736,7587475
2002-02-08,98.470360,101.070747,98.097511,100.372849,60.056530,8723012
2002-02-11,100.382408,102.954109,99.913956,102.657745,61.423668,6560407
2002-02-12,102.055450,103.145317,101.395790,101.883362,60.960323,4769551
2002-02-13,102.007645,103.709366,101.453156,103.317398,61.818359,5320897
2002-02-14,104.206497,104.349907,102.485657,103.145317,61.715408,6083850
2002-02-15,100.191208,100.191208,97.227531,98.365204,58.855301,19042012
2002-02-19,97.036331,97.323135,94.512428,96.845123,57.945789,14012111
2002-02-20,95.162521,95.602295,92.734222,94.942642,56.807461,15193359
2002-02-21,94.407265,95.315491,91.787766,92.141495,55.131435,10597758
2002-02-22,92.141495,94.837479,91.548759,94.120461,56.315510,10953294
2002-02-25,94.120461,94.885277,92.848946,93.977058,56.229717,10358329
2002-02-26,94.646271,94.827919,91.768639,92.877632,55.571877,12169687
2002-02-27,93.785851,95.898659,92.447418,93.527725,55.960857,12529720
2002-02-28,94.158699,95.219887,93.518166,93.804970,56.126740,8304194
2002-03-01,94.263863,98.565964,94.168259,98.489487,58.929661,10975573
2002-03-04,98.804970,101.845123,98.594643,101.242828,60.577068,11263014
2002-03-05,99.665390,101.816444,99.579353,101.022942,60.445499,7909957
2002-03-06,100.525810,102.380501,100.143402,101.625237,60.805893,8041020
2002-03-07,102.581261,102.772469,98.699806,99.149139,59.324345,11476607
2002-03-08,100.210327,102.619499,100.210327,100.468452,60.113735,11219814
2002-03-11,99.760994,101.309753,99.043976,100.611855,60.199532,9036499
2002-03-12,100.879539,104.063095,100.869980,103.728493,62.064316,11568028
2002-03-13,103.537285,103.871895,102.007645,102.466537,61.309238,6704023
2002-03-14,102.313576,103.202675,101.902489,101.912048,60.977478,5580933
2002-03-15,101.864243,102.724663,100.946465,102.093689,61.086163,11363849
2002-03-18,102.390060,103.862335,101.558319,101.673042,60.834476,5545055
2002-03-19,102.151054,103.298279,101.806885,102.762909,61.486584,4827081
2002-03-20,102.198853,102.198853,100.850861,100.860420,60.348267,5066929
2002-03-21,101.051628,102.084129,100.095604,102.084129,61.080433,5348303
2002-03-22,101.816444,102.007645,100.449333,100.956024,60.405491,5761263
2002-03-25,101.147224,101.969406,98.948372,99.005737,59.238541,6566683
2002-03-26,99.015297,101.051628,97.801147,98.374763,58.861027,8518624
2002-03-27,99.187378,99.225624,97.992355,98.843208,59.141293,5860110
2002-03-28,98.996178,100.516251,98.843208,99.426384,59.490234,5593485
2002-04-01,99.426384,99.426384,97.896751,98.336517,58.838120,5844002
2002-04-02,97.514343,97.523903,96.089867,96.510513,57.745560,7721781
2002-04-03,96.940727,97.036331,94.550667,95.564056,57.179287,8000959
2002-04-04,95.564056,96.692162,95.124283,96.405357,57.682663,6201211
2002-04-05,96.405357,96.797325,92.973228,92.973228,55.629078,10252683
2002-04-08,83.652008,84.694077,81.596558,83.565964,50.000389,43102836
2002-04-09,84.608032,84.627151,83.269600,83.881454,50.189167,18183246
2002-04-10,84.560226,85.994263,84.321220,85.095604,50.915634,13748519
2002-04-11,84.177818,84.617592,79.674950,80.487572,48.158497,24417510
2002-04-12,83.709366,84.091782,80.688339,81.835564,48.965046,16546988
2002-04-15,82.695984,82.791588,80.975143,81.596558,48.822048,9279694
2002-04-16,82.552582,83.030594,81.816444,82.409180,49.308250,8298023
2002-04-17,83.221794,83.365204,80.305923,81.080307,48.513107,11526397
2002-04-18,83.145317,85.181641,83.078392,85.038239,50.881317,15442621
2002-04-19,85.946465,86.070747,83.747612,85.086044,50.909901,9699767
2002-04-22,85.038239,85.038239,83.518166,84.063095,50.297855,7068554
2002-04-23,84.464630,85.162521,83.403442,83.489487,49.954628,5380729
2002-04-24,84.321220,84.369026,82.476097,82.695984,49.479858,6820443
2002-04-25,82.265778,83.097511,81.998085,82.896751,49.599976,7186020
2002-04-26,82.887192,83.135757,80.975143,80.984703,48.455929,6991673
2002-04-29,80.984703,81.357552,79.875717,80.200768,47.986881,6836238
2002-04-30,80.219887,81.481834,79.856598,80.076485,47.912533,9292559
2002-05-01,80.162521,80.927345,78.078392,80.592735,48.221405,12765175
2002-05-02,80.066925,81.070747,79.474190,80.172081,47.969704,6885713
2002-05-03,79.445503,79.827919,77.543022,78.183556,46.779903,9054490
2002-05-06,78.107079,78.269600,72.657745,72.657745,43.473614,14276226
2002-05-07,73.508606,74.091782,72.581261,73.135757,43.759644,18219960
2002-05-08,74.760994,79.158699,74.760994,78.824089,47.255817,13367566
2002-05-09,78.298279,79.349907,75.525810,76.414917,45.811523,10596085
2002-05-10,76.434036,76.959846,75.764816,76.175911,45.668198,7726070
2002-05-13,76.720840,78.671127,76.003822,78.575523,47.106792,6827870
2002-05-14,80.783936,81.720840,78.575523,81.720840,48.992455,10067436
2002-05-15,80.879539,82.686424,80.353729,80.783936,48.430759,8945706
2002-05-16,80.497131,82.217972,79.732315,81.692162,48.975258,7079642
2002-05-17,82.456978,82.600380,81.261948,81.921608,49.112827,6145041
2002-05-20,81.692162,81.701721,80.239006,80.736137,48.402100,4738694
2002-05-21,80.697899,81.261948,79.636711,79.780113,47.828953,4658884
2002-05-22,80.076485,80.678780,79.101341,80.305923,48.144196,5272572
2002-05-23,80.544930,81.309753,78.891014,80.640533,48.344788,7181418
2002-05-24,79.971321,80.066925,78.986618,79.445503,47.628338,4311612
2002-05-28,79.158699,79.455070,78.097511,78.470360,47.043755,4761497
2002-05-29,77.915871,78.393883,77.437859,78.011475,46.768639,4727397
2002-05-30,77.055450,78.632889,76.692162,78.632889,47.141197,7713309
2002-05-31,78.441681,78.441681,76.864243,76.912048,46.109539,5362005
2002-06-03,77.198853,77.351814,74.569794,74.674950,44.768345,8769246
2002-06-04,74.674950,76.147224,74.187378,75.822182,45.456142,7607767
2002-06-05,76.147224,77.160614,75.630974,77.007645,46.166840,7502017
2002-06-06,77.007645,77.390060,75.420647,76.156792,45.656757,5795468
2002-06-07,75.028679,75.382408,73.613770,74.856598,44.877274,9737632
2002-06-10,74.330788,75.334610,73.231361,73.422562,44.017548,7401287
2002-06-11,74.426384,74.808792,71.892921,72.170174,43.266727,8319256
2002-06-12,72.084129,72.609940,70.028679,71.367111,42.785286,13907721
2002-06-13,72.131927,73.996178,71.988525,72.275337,43.329784,9319442
2002-06-14,70.936905,73.393883,70.028679,72.820267,43.656467,8987232
2002-06-17,72.829826,74.330788,71.854683,73.747612,44.212429,8133487
2002-06-18,72.275337,73.518166,72.151054,72.600380,43.524643,7575132
2002-06-19,70.936905,71.892921,70.028679,70.124283,42.040199,9890348
2002-06-20,70.745697,70.831741,68.288719,68.432121,41.025742,11628277
2002-06-21,66.921608,67.868073,65.191208,65.726578,39.403736,16257560
2002-06-24,64.292542,68.346077,64.292542,66.634796,39.948227,15363334
2002-06-25,67.208412,68.307838,65.401527,65.583176,39.317768,8948321
2002-06-26,63.193115,67.485657,63.193115,66.969406,40.148823,12075024
2002-06-27,68.068832,68.977058,66.061188,68.738052,41.209141,11098165
2002-06-28,68.212234,70.382408,68.116638,68.833649,41.266441,11449098
2002-07-01,68.843208,69.225624,64.206497,64.627151,38.744617,12610471
2002-07-02,64.866158,66.347992,64.722755,65.564056,39.306309,12565493
2002-07-03,64.961761,67.600380,64.885277,67.409180,40.412464,8859515
2002-07-05,69.263863,70.650093,68.833649,70.267685,42.126171,5484178
2002-07-08,69.789673,70.248566,67.906311,68.164436,40.865250,9924553
2002-07-09,68.260040,69.072655,66.395790,66.606117,39.931030,11679218
2002-07-10,67.495216,68.116638,65.516251,65.736137,39.409451,10536776
2002-07-11,65.009560,66.682602,64.579353,66.357552,39.782021,11533614
2002-07-12,66.921608,68.585083,65.774376,66.166351,39.667385,8966521
2002-07-15,65.391968,67.877632,63.671127,67.877632,40.693310,10900261
2002-07-16,66.453156,68.250481,65.468452,65.975143,39.552753,10969193
2002-07-17,67.877632,68.451241,66.558319,67.581261,40.515633,12068016
2002-07-18,67.399620,70.936905,66.921608,68.881454,41.295109,16015097
2002-07-19,67.839386,69.502869,66.921608,68.833649,41.266441,12147093
2002-07-22,68.116638,69.015297,65.305923,65.487572,39.260441,15550777
2002-07-23,65.248566,66.921608,63.728489,64.101341,38.429398,13353968
2002-07-24,63.097515,66.921608,62.810707,66.481834,39.856518,14439507
2002-07-25,65.869980,66.921608,64.340347,66.300194,39.747627,11495331
2002-07-26,65.726578,66.414917,62.868069,63.479923,38.056831,12108914
2002-07-29,67.275337,68.260040,65.009560,68.049713,40.796494,12467588
2002-07-30,67.399620,69.502869,66.940727,68.632889,41.146099,10604976
2002-07-31,67.638626,68.451241,66.070747,67.304016,40.349422,13303656
2002-08-01,67.304016,67.590820,64.263863,65.248566,39.117161,9238272
2002-08-02,65.210327,65.229446,64.168259,64.894836,38.905083,7233090
2002-08-05,64.952202,65.344170,62.954109,63.087955,37.821861,7454737
2002-08-06,64.053535,66.367111,63.680687,64.913956,38.916557,8755857
2002-08-07,65.965584,66.826004,63.862331,66.128105,39.732204,8407016
2002-08-08,66.156792,68.881454,65.344170,68.460800,41.133820,8807843
2002-08-09,67.504784,71.032501,67.304016,68.671127,41.260151,7260181
2002-08-12,67.925430,69.445503,67.504784,68.613770,41.225704,5505412
2002-08-13,68.403442,70.554497,68.059273,68.738052,41.300381,8383376
2002-08-14,68.785851,71.720840,68.212234,71.625237,43.035107,8737238
2002-08-15,72.084129,73.336517,71.319313,73.135757,43.942688,9693596
2002-08-16,73.135757,76.462715,72.638626,75.860420,45.579762,12181507
2002-08-19,75.860420,79.206497,75.535370,78.862335,47.383427,11300879
2002-08-20,77.973228,78.393883,76.653923,77.695984,46.682655,8023866
2002-08-21,78.298279,78.709366,76.051628,77.437859,46.527542,8125956
2002-08-22,77.390060,78.824089,76.673042,78.384323,47.096233,5697144
2002-08-23,77.629066,77.896751,75.860420,76.864243,46.182911,6180709
2002-08-26,76.864243,77.332695,74.378586,75.927345,45.619976,7319699
2002-08-27,76.864243,76.902489,73.900574,74.531548,44.781345,7413839
2002-08-28,72.657745,73.623329,72.342255,72.715103,43.689938,6893454
2002-08-29,72.275337,73.948372,71.845123,73.250481,44.011620,6126840
2002-08-30,72.227531,72.992355,71.797325,72.065010,43.299347,5232615
2002-09-03,70.936905,71.701721,69.120461,69.168259,41.558861,7164472
2002-09-04,69.168259,70.736137,68.451241,70.487572,42.351551,6552772
2002-09-05,69.541107,69.646271,68.355644,69.005737,41.461201,6765214
2002-09-06,70.506691,70.736137,69.856598,69.980881,42.047119,4797479
2002-09-09,69.263863,71.682602,68.690247,71.223709,42.793861,6051110
2002-09-10,71.319313,72.275337,70.602295,72.275337,43.425716,5793062
2002-09-11,73.040154,74.091782,70.803062,70.936905,42.621536,5642542
2002-09-12,70.793503,70.793503,68.489487,68.709366,41.283169,7015940
2002-09-13,68.355644,69.674950,68.173996,69.311661,41.645016,6223282
2002-09-16,68.833649,69.521988,68.097511,69.139580,41.541622,4806579
2002-09-17,69.789673,70.219887,68.212234,68.594643,41.214230,6480075
2002-09-18,67.543022,67.782028,65.831741,66.491394,39.950493,13297484
2002-09-19,61.950287,63.556404,61.806885,61.950287,37.222038,23048505
2002-09-20,62.523903,62.523903,61.089867,61.108986,36.716545,14848179
2002-09-23,60.946465,60.946465,59.627151,60.583176,36.400635,8762447
2002-09-24,58.393883,60.516251,56.931168,57.122372,34.321232,17478765
2002-09-25,58.508602,60.965584,58.307838,60.239006,36.193848,13722683
2002-09-26,61.376675,62.026768,58.632889,59.292542,35.625153,12937765
2002-09-27,58.728489,60.697899,57.657745,57.705544,34.671646,9197583
2002-09-30,56.931168,57.256214,55.439770,55.745697,33.494091,13619025
2002-10-01,56.596558,59.254303,56.395794,58.479923,35.136917,12178369
2002-10-02,58.489483,59.273422,55.783939,57.007648,34.252304,11143352
2002-10-03,57.648186,58.470364,56.357552,57.361378,34.464859,11507151
2002-10-04,56.883366,56.892925,53.317402,54.110901,32.511837,15221287
2002-10-07,54.110901,55.927341,54.110901,54.359467,32.661194,10085114
2002-10-08,55.239006,55.535374,52.390057,54.541107,32.770317,15422747
2002-10-09,53.585087,54.206501,52.399616,52.648186,31.632986,12715176
2002-10-10,52.246655,55.908222,51.634800,55.047802,33.074768,13253448
2002-10-11,59.273422,61.108986,58.795410,61.108986,36.716545,18675075
2002-10-14,58.833652,60.994263,58.833652,60.630974,36.429344,8289864
2002-10-15,64.770554,65.468452,63.652008,65.468452,39.335884,15271809
2002-10-16,63.671127,64.053535,61.414913,62.045891,37.279469,16631609
2002-10-17,69.598473,69.789673,68.097511,69.024857,41.472694,22326452
2002-10-18,68.575523,70.984703,67.170174,70.984703,42.650253,13057113
2002-10-21,70.411087,72.562141,69.732315,72.227531,43.396984,11375982
2002-10-22,71.223709,72.351814,70.382408,71.214149,42.788097,10848589
2002-10-23,71.128105,71.673042,69.273422,71.319313,42.851288,13014227
2002-10-24,72.179733,72.227531,68.594643,68.929253,41.415264,11008104
2002-10-25,69.311661,71.338432,68.986618,71.281075,42.828323,7859853
2002-10-28,71.845123,74.091782,71.281075,73.193115,43.977150,13121965
2002-10-29,73.193115,73.661568,70.936905,73.365204,44.080536,11982139
2002-10-30,73.613770,75.908218,72.676865,75.210327,45.189148,13457627
2002-10-31,75.210327,76.281075,75.047798,75.468452,45.344257,10318058
2002-11-01,75.430206,76.959846,74.875717,76.864243,46.182911,9827379
2002-11-04,78.384323,80.124283,78.107079,78.871895,47.389175,12558276
2002-11-05,78.154877,78.403442,76.931168,78.087952,46.918144,10948168
2002-11-06,77.246651,78.279160,76.529640,77.954109,46.923901,10962917
2002-11-07,76.481834,76.481834,74.875717,75.478012,45.433430,11544493
2002-11-08,75.047798,75.803062,73.804970,74.177818,44.650772,8493102
2002-11-11,74.177818,74.913956,73.326958,73.891014,44.478161,7726174
2002-11-12,74.091782,76.386230,73.900574,75.669212,45.548531,9442974
2002-11-13,76.003822,76.797325,74.550667,75.860420,45.663612,12535996
2002-11-14,76.845123,77.428299,75.908218,77.170174,46.452026,10107289
2002-11-15,76.845123,76.864243,75.535370,76.491394,46.043446,11890719
2002-11-18,77.246651,77.428299,75.602295,75.697899,45.565811,7658080
2002-11-19,74.799232,75.956024,74.416824,74.923515,45.099659,7236646
2002-11-20,74.521988,78.116638,74.474190,78.021034,46.964180,9488161
2002-11-21,78.441681,81.185471,78.441681,81.166351,48.857494,13323111
2002-11-22,80.258125,81.424477,80.114723,80.717018,48.587013,9469752
2002-11-25,80.908218,82.456978,79.847038,82.409180,49.605583,9049155
2002-11-26,82.361374,82.361374,80.678780,81.319313,48.949562,8954597
2002-11-27,82.122368,84.235184,82.074570,83.843208,50.468811,8587451
2002-11-29,83.852776,84.177818,82.944550,83.097511,50.019947,3117812
2002-12-02,84.703636,85.525810,82.504784,83.460800,50.238613,10140133
2002-12-03,82.906311,83.202675,81.405357,81.462715,49.035900,7351079
2002-12-04,79.741875,81.128105,79.177818,80.009560,48.161182,10515961
2002-12-05,81.166351,81.242828,78.967499,79.407265,47.798607,7217400
2002-12-06,77.915871,79.110901,77.504784,78.699806,47.372753,7944161
2002-12-09,77.437859,77.753349,76.003822,76.089867,45.801743,9248627
2002-12-10,75.143402,77.437859,75.143402,77.246651,46.498035,7185811
2002-12-11,77.246651,78.852776,76.472275,77.858505,46.866356,6967406
2002-12-12,77.676865,78.097511,76.195030,76.644356,46.135513,7540300
2002-12-13,75.764816,76.481834,74.827919,76.481834,46.037670,8131395
2002-12-16,76.099426,78.193115,75.573616,78.030594,46.969952,8873741
2002-12-17,77.055450,78.173996,76.510513,76.778206,46.216084,6450787
2002-12-18,75.764816,76.185471,74.799232,75.650093,45.537014,6814585
2002-12-19,75.143402,76.806885,74.904396,75.200768,45.266541,7656615
2002-12-20,75.908218,76.481834,75.411087,76.281075,45.916836,8424275
2002-12-23,76.242828,77.915871,75.946465,76.730400,46.187283,6194621
2002-12-24,76.673042,77.437859,76.252388,76.252388,45.899578,2531529
2002-12-26,76.300194,77.151054,74.818359,75.047798,45.174477,6050378
2002-12-27,75.047798,75.697899,73.240921,73.957932,44.518456,6625469
2002-12-30,73.613770,74.024857,72.275337,72.896751,43.879665,8437664
2002-12-31,73.709366,75.009560,73.709366,74.091782,44.598999,8233484
2003-01-02,75.334610,77.026772,74.751434,77.026772,46.365707,8226267
2003-01-03,77.151054,78.059273,76.682602,78.059273,46.987217,6236566
2003-01-06,78.298279,81.070747,78.212234,79.913956,48.103630,8285680
2003-01-07,80.258125,82.390060,80.066925,82.217972,49.490505,12454617
2003-01-08,81.787766,81.921608,80.372849,80.487572,48.448906,9946205
2003-01-09,81.022942,83.193115,81.022942,83.173996,50.065987,11204334
2003-01-10,82.074570,84.168259,81.931168,83.824089,50.457291,10413348
2003-01-13,84.426384,85.038239,83.508606,83.661568,50.359470,10981954
2003-01-14,83.393883,84.694077,83.384323,84.684509,50.975201,7917279
2003-01-15,84.684509,84.751434,83.126198,83.738052,50.405499,8521344
2003-01-16,83.556404,83.852776,81.625237,82.265778,49.519249,10359898
2003-01-17,80.057358,80.057358,77.609940,77.724663,46.785801,18128435
2003-01-21,77.724663,78.250481,76.959846,76.998085,46.348412,9337537
2003-01-22,76.481834,77.217972,75.898659,76.195030,45.865040,9866290
2003-01-23,76.625237,77.782028,76.290634,77.485657,46.641922,8756484
2003-01-24,77.055450,77.915871,75.353729,75.516251,45.456455,8104408
2003-01-27,74.560226,76.003822,74.196938,74.971321,45.128441,9735959
2003-01-28,75.047798,76.931168,74.913956,76.586998,46.100986,8386200
2003-01-29,76.003822,77.151054,75.114723,76.787766,46.221855,8111730
2003-01-30,77.724663,77.724663,74.856598,74.856598,45.059372,7687577
2003-01-31,74.282982,74.894836,73.632889,74.760994,45.001835,10192329
2003-02-03,74.760994,75.401527,74.330788,74.741875,44.990318,6990941
2003-02-04,74.741875,74.741875,72.896751,73.699806,44.363056,7548145
2003-02-05,74.426384,75.430206,73.489487,73.862335,44.460896,7768851
2003-02-06,73.718925,74.760994,73.145317,74.101341,44.691505,8111939
2003-02-07,74.541107,74.713196,73.240921,73.709366,44.455124,8678034
